,price,beds,bedrooms,bathrooms,zipcode,neighbourhood,property_type,room_type,accommodates,guests_included,minimum_nights,instant_bookable
29082,64.0,2,1.0,1.0,90043.0,South LA,House,Private room,1,1,3,1
29083,111.0,3,2.0,1.0,90062.0,South LA,Guesthouse,Entire home/apt,6,4,1,1
29084,180.0,1,1.0,1.0,90401.0,Santa Monica,Apartment,Entire home/apt,4,2,30,1
29085,500.0,1,1.0,1.0,91324.0,Northridge,Apartment,Shared room,1,1,100,1
29086,200.0,1,2.0,2.5,90265.0,Malibu,Townhouse,Entire home/apt,4,1,3,0
29087,650.0,2,2.0,2.0,90802.0,Long Beach,Apartment,Entire home/apt,4,4,3,0
29088,95.0,1,0.0,1.0,90501.0,Torrance,House,Private room,2,1,1,0
29089,349.0,2,2.0,2.0,90401.0,Santa Monica,Condominium,Entire home/apt,6,4,1,1
29090,149.0,1,1.0,1.0,90025.0,West Los Angeles,Apartment,Entire home/apt,2,1,30,0
29091,110.0,1,1.0,1.0,90402.0,Santa Monica,Apartment,Private room,1,1,30,0
29092,75.0,1,1.0,1.0,90046.0,West Hollywood,Apartment,Private room,2,1,1,0
29093,88.0,1,1.0,1.0,91304.0,West Hills,House,Private room,2,1,1,1
29094,158.0,2,2.0,1.5,91754.0,Monterey Park,Apartment,Private room,4,4,3,1
29095,32.0,3,1.0,1.0,90011.0,South LA,Apartment,Private room,3,1,1,1
29096,125.0,2,0.0,1.0,90250.0,Hawthorne,Camper/RV,Entire home/apt,4,2,1,0
29097,15.0,1,1.0,1.0,90011.0,South LA,House,Shared room,1,1,1,0
29098,15.0,1,1.0,1.0,90011.0,South LA,House,Shared room,1,1,1,0
29099,15.0,1,1.0,1.0,90011.0,South LA,House,Shared room,1,1,1,0
29100,199.0,3,2.0,2.0,90014.0,Downtown,Loft,Entire home/apt,6,4,2,1
29101,150.0,2,1.0,2.0,90249.0,Gardena,House,Private room,4,4,3,1
29102,425.0,3,2.0,2.0,90066.0,Mar Vista,House,Entire home/apt,5,5,30,0
29103,90.0,0,1.0,1.5,90068.0,Cahuenga Pass,Townhouse,Private room,1,1,1,0
29104,200.0,2,2.0,2.0,90025.0,Westside,Apartment,Entire home/apt,4,4,5,0
29105,99.0,3,2.0,2.0,90038.0,Hollywood,House,Entire home/apt,6,1,1,0
29106,85.0,1,1.0,1.5,91754.0,Monterey Park,Serviced apartment,Private room,2,2,7,1
29107,132.0,1,1.0,1.0,,Hollywood,Apartment,Entire home/apt,2,1,30,1
29108,159.0,2,2.0,2.0,,Hollywood,Apartment,Entire home/apt,4,2,30,1
29109,65.0,2,1.0,1.0,90036.0,Mid-Wilshire,Apartment,Private room,4,1,1,0
29110,70.0,3,1.0,1.0,90036.0,Mid-Wilshire,Apartment,Private room,5,1,1,0
29111,30.0,1,1.0,1.0,90024.0,Westwood,Apartment,Shared room,1,1,1,1
29112,21.0,1,1.0,1.0,91605.0,North Hollywood,Apartment,Private room,2,1,30,0
29113,48.0,1,1.0,1.0,91775.0,Arcadia,Condominium,Private room,1,1,1,1
29114,85.0,1,1.0,1.0,91301.0,,Apartment,Private room,1,1,7,1
29115,188.0,2,1.0,1.5,90292.0,Marina Del Rey,Apartment,Entire home/apt,4,2,1,0
29116,179.0,9,4.0,3.0,90038.0,Hollywood,House,Entire home/apt,13,1,1,0
29117,150.0,2,2.0,1.0,90403.0,Santa Monica,Apartment,Entire home/apt,2,1,31,1
29118,25.0,1,1.0,1.5,90660.0,Pico Rivera,Townhouse,Private room,1,1,30,1
29119,130.0,2,1.0,1.0,90012.0,Downtown,Apartment,Entire home/apt,4,2,1,1
29120,90.0,1,0.0,1.0,90038.0,Mid-Wilshire,Apartment,Entire home/apt,3,2,30,1
29121,199.0,0,1.0,1.0,90025.0,Brentwood,Apartment,Entire home/apt,2,3,1,1
29122,94.0,1,1.0,1.0,90038.0,Hollywood,Apartment,Entire home/apt,3,2,30,1
29123,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29124,85.0,1,1.0,3.0,90006.0,Mid-Wilshire,House,Private room,2,1,2,1
29125,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29126,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29127,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29128,40.0,1,1.0,1.0,90044.0,South LA,House,Private room,1,1,30,1
29129,400.0,4,4.0,2.0,90290.0,Topanga,House,Entire home/apt,8,8,4,1
29130,93.0,1,1.0,1.5,90006.0,Mid-Wilshire,House,Private room,1,1,2,1
29131,59.0,2,1.0,1.0,90701.0,Artesia,House,Private room,3,3,1,1
29132,60.0,1,1.0,1.5,90018.0,South LA,Apartment,Private room,2,2,1,0
29133,90.0,1,0.0,1.0,91801.0,Alhambra,Guesthouse,Entire home/apt,2,1,1,1
29134,130.0,1,0.0,1.0,90068.0,Cahuenga Pass,Guest suite,Entire home/apt,3,1,2,1
29135,400.0,2,1.0,1.0,90802.0,Long Beach,Condominium,Entire home/apt,2,1,3,0
29136,200.0,4,3.0,2.5,91607.0,Valley Village,Townhouse,Entire home/apt,6,1,2,1
29137,180.0,1,1.0,1.0,90068.0,Hollywood Hills,House,Private room,2,1,2,0
29138,100.0,2,1.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,6,2,1,0
29139,129.0,1,1.0,1.0,90019.0,Mid-Wilshire,Guesthouse,Entire home/apt,2,2,2,0
29140,80.0,2,0.0,1.0,90065.0,Glassell Park,Guest suite,Entire home/apt,2,1,1,0
29141,250.0,2,2.0,2.0,90045.0,Westchester/Playa Del Rey,Loft,Entire home/apt,7,1,30,0
29142,175.0,4,2.0,2.0,90302.0,Inglewood,Apartment,Entire home/apt,6,4,3,0
29143,55.0,1,1.0,1.0,93536.0,,House,Private room,3,2,1,0
29144,55.0,1,1.0,1.0,91311.0,Chatsworth,Condominium,Private room,1,1,1,1
29145,64.0,1,1.0,1.0,90045.0,Westchester/Playa Del Rey,House,Private room,2,1,1,1
29146,135.0,1,0.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,4,4,30,0
29147,50.0,1,1.0,1.0,91367.0,Woodland Hills/Warner Center,Condominium,Private room,1,1,31,1
29148,149.0,2,1.0,1.0,90025.0,West Los Angeles,Apartment,Entire home/apt,6,1,1,1
29149,195.0,2,2.0,2.0,91202.0,Glendale,Townhouse,Entire home/apt,8,4,1,1
29150,70.0,2,0.0,1.0,91335.0,Reseda,Guest suite,Entire home/apt,4,1,2,1
29151,30.0,4,1.0,2.5,90019.0,Mid-Wilshire,House,Shared room,4,1,2,0
29152,79.0,1,1.0,1.0,91390.0,,House,Private room,2,1,1,0
29153,294.0,4,3.0,2.0,90291.0,Venice,Apartment,Entire home/apt,6,1,30,0
29154,1000.0,3,2.0,2.0,90254.0,Hermosa Beach,House,Entire home/apt,16,1,30,0
29155,99.0,1,1.0,2.0,90303.0,Inglewood,Apartment,Private room,2,2,1,0
29156,145.0,3,1.0,1.0,90017.0,Westlake,Apartment,Entire home/apt,5,4,1,1
29157,219.0,2,1.0,1.5,90292.0,Marina Del Rey,Apartment,Entire home/apt,4,3,1,0
29158,89.0,3,1.0,1.0,91606.0,North Hollywood,Apartment,Entire home/apt,4,4,3,1
29159,75.0,2,1.0,1.0,90036.0,Mid-Wilshire,Townhouse,Private room,2,1,2,0
29160,125.0,3,2.0,1.0,90814.0,Long Beach,Bungalow,Entire home/apt,4,1,1,1
29161,108.0,1,1.0,1.0,90046.0,West Hollywood,House,Entire home/apt,2,1,2,1
29162,183.0,2,2.0,2.0,,Westchester/Playa Del Rey,Condominium,Entire home/apt,4,1,30,0
29163,295.0,4,3.0,3.0,90277.0,Redondo Beach,House,Entire home/apt,6,1,30,0
29164,60.0,1,0.0,1.0,90640.0,Montebello,House,Entire home/apt,2,2,2,1
29165,125.0,1,0.0,1.0,90046.0,West Hollywood,Guesthouse,Entire home/apt,2,1,2,0
29166,150.0,4,3.0,2.0,91601.0,North Hollywood,House,Entire home/apt,8,4,3,0
29167,150.0,1,0.0,1.0,90275.0,Rancho Palos Verdes,Tiny house,Entire home/apt,2,1,2,1
29168,110.0,1,0.0,1.0,90046.0,West Hollywood,Guesthouse,Entire home/apt,2,1,7,0
29169,90.0,1,1.0,1.0,90230.0,Culver City,Condominium,Private room,2,1,2,1
29170,149.0,1,1.0,1.0,90004.0,Mid-Wilshire,Condominium,Entire home/apt,4,1,2,0
29171,100.0,1,1.0,1.0,90018.0,South LA,Bungalow,Private room,1,1,7,1
29172,115.0,2,2.0,1.0,90731.0,San Pedro,Apartment,Entire home/apt,4,1,1,1
29173,55.0,1,1.0,1.0,90745.0,Carson,Guest suite,Private room,2,2,7,0
29174,30.0,1,1.0,1.0,91723.0,Covina,House,Private room,3,1,1,1
29175,65.0,1,1.0,1.0,90012.0,Downtown,Apartment,Private room,2,1,1,1
29176,150.0,1,0.0,1.0,90275.0,Rancho Palos Verdes,Tiny house,Entire home/apt,2,1,2,1
29177,250.0,0,1.0,1.0,90036.0,Mid-Wilshire,Apartment,Entire home/apt,2,1,30,0
29178,119.0,1,1.0,1.0,90019.0,Mid-Wilshire,Guesthouse,Entire home/apt,3,2,2,0
29179,85.0,2,1.0,1.0,90045.0,Westchester/Playa Del Rey,House,Private room,2,1,1,1
29180,3066.0,4,4.0,3.5,90046.0,Hollywood Hills,House,Entire home/apt,8,8,6,1
29181,70.0,1,1.0,1.0,90016.0,West Adams,Apartment,Entire home/apt,2,2,3,0
29182,230.0,2,2.0,2.5,90028.0,Hollywood,Condominium,Entire home/apt,4,4,30,1
29183,79.0,1,0.0,1.0,90046.0,Hollywood,Apartment,Entire home/apt,3,1,31,1
29184,252.0,5,4.0,3.0,90031.0,Lincoln Heights,Apartment,Entire home/apt,9,1,2,1
29185,125.0,1,1.0,1.0,90069.0,West Hollywood,Guesthouse,Entire home/apt,3,2,31,1
29186,60.0,1,1.0,1.0,90278.0,Redondo Beach,Apartment,Private room,1,1,1,0
29187,65.0,1,0.0,1.0,90020.0,Mid-Wilshire,Apartment,Entire home/apt,2,1,30,1
29188,120.0,4,2.0,2.5,91007.0,Arcadia,Apartment,Entire home/apt,6,6,2,1
29189,44.0,2,1.0,1.0,91750.0,,House,Private room,2,1,1,0
29190,27.0,1,1.0,1.0,91754.0,Monterey Park,Bed and breakfast,Private room,1,1,2,0
29191,129.0,1,0.0,1.0,91356.0,Tarzana,Guesthouse,Entire home/apt,3,1,3,0
29192,65.0,2,2.0,1.0,90033.0,Boyle Heights,House,Private room,4,1,2,1
29193,205.0,4,4.0,2.5,91765.0,,House,Entire home/apt,8,8,2,1
29194,159.0,2,2.0,0.0,91301.0,,Camper/RV,Entire home/apt,4,1,2,1
29195,160.0,1,1.0,1.0,90004.0,Mid-Wilshire,Apartment,Entire home/apt,2,1,31,0
29196,1500.0,5,4.0,4.5,90210.0,Bel Air/Beverly Crest,House,Entire home/apt,8,1,3,1
29197,139.0,1,1.0,1.0,90292.0,Marina Del Rey,Serviced apartment,Entire home/apt,5,3,1,1
29198,98.0,2,0.0,1.0,90019.0,Mid-Wilshire,Guesthouse,Entire home/apt,5,1,1,1
29199,168.0,1,1.0,1.0,90017.0,Downtown,Apartment,Entire home/apt,3,1,1,0
29200,425.0,2,2.0,2.0,90813.0,Long Beach,Apartment,Entire home/apt,4,1,3,1
29201,120.0,2,1.0,1.0,91604.0,Studio City,Apartment,Entire home/apt,3,2,5,0
29202,75.0,1,1.0,1.0,90016.0,South LA,House,Private room,1,1,1,0
29203,67.0,4,1.0,1.0,90011.0,South LA,House,Private room,4,1,1,1
29204,67.0,4,1.0,1.0,90011.0,South LA,House,Private room,4,1,1,1
29205,67.0,3,1.0,1.0,90011.0,South LA,House,Private room,3,1,1,1
29206,100.0,4,2.0,2.0,90292.0,Venice,Apartment,Entire home/apt,4,4,30,0
29207,49.0,1,1.0,1.0,91745.0,,House,Private room,2,1,7,1
29208,125.0,1,1.0,1.0,90026.0,Westlake,Apartment,Entire home/apt,2,2,30,1
29209,138.0,4,2.0,1.5,90813.0,Long Beach,Apartment,Entire home/apt,6,4,2,1
29210,150.0,3,1.0,1.0,90017.0,Westlake,Apartment,Entire home/apt,5,4,1,1
29211,215.0,4,4.0,2.0,90064.0,Westside,House,Entire home/apt,6,4,7,1
29212,110.0,2,1.0,1.0,90012.0,Echo Park,Apartment,Entire home/apt,4,1,1,1
29213,40.0,1,1.0,2.5,90005.0,Mid-Wilshire,House,Private room,1,1,1,1
29214,199.0,1,1.0,1.0,90401.0,Santa Monica,Apartment,Entire home/apt,4,1,30,1
29215,138.0,2,2.0,1.0,,Beverly Hills,Apartment,Entire home/apt,4,1,30,1
29216,95.0,2,2.0,1.0,90001.0,Florence-Graham,Condominium,Entire home/apt,4,2,2,0
29217,199.0,4,2.0,1.0,90250.0,Hawthorne,House,Entire home/apt,8,6,5,0
29218,299.0,1,1.0,1.0,91746.0,,Farm stay,Entire home/apt,4,1,2,0
29219,599.0,10,5.0,3.0,91367.0,Woodland Hills/Warner Center,House,Entire home/apt,12,11,30,0
29220,90.0,2,1.0,1.0,91016.0,Monrovia,Condominium,Entire home/apt,4,1,30,0
29221,100.0,1,0.0,1.0,90024.0,Westwood,Apartment,Entire home/apt,1,1,30,0
29222,140.0,1,0.0,1.0,90014.0,Downtown,Loft,Entire home/apt,2,1,2,1
29223,169.0,3,3.0,2.5,91016.0,Monrovia,Townhouse,Entire home/apt,6,1,2,1
29224,75.0,1,1.0,1.0,90018.0,South LA,House,Private room,1,2,1,1
29225,277.0,6,3.0,2.0,90068.0,Hollywood,House,Entire home/apt,15,2,1,1
29226,25.0,0,1.0,1.0,90807.0,Long Beach,Apartment,Shared room,1,1,1,0
29227,98.0,3,1.0,1.0,91767.0,,Apartment,Entire home/apt,5,3,1,1
29228,35.0,8,1.0,3.0,91606.0,North Hollywood,House,Shared room,1,1,30,1
29229,989.0,4,4.0,3.0,90210.0,Bel Air/Beverly Crest,House,Entire home/apt,12,6,1,1
29230,200.0,4,2.0,1.0,90029.0,Hollywood,Apartment,Entire home/apt,5,1,2,1
29231,200.0,4,2.0,1.0,90057.0,Westlake,Apartment,Entire home/apt,5,1,30,1
29232,349.0,2,2.0,1.0,90291.0,Venice,Bungalow,Entire home/apt,4,2,14,0
29233,175.0,1,1.0,1.0,90013.0,Downtown,Loft,Entire home/apt,2,2,30,0
29234,71.0,3,1.0,1.5,91384.0,,Camper/RV,Entire home/apt,4,1,1,0
29235,133.0,0,1.0,1.0,90006.0,Mid-Wilshire,Apartment,Entire home/apt,1,1,30,0
29236,240.0,2,2.0,2.0,90048.0,Mid-Wilshire,Townhouse,Entire home/apt,6,1,30,1
29237,120.0,2,1.0,1.0,90066.0,Del Rey,Guesthouse,Entire home/apt,4,1,2,1
29238,50.0,1,1.0,1.0,91601.0,North Hollywood,Apartment,Private room,2,1,1,0
29239,99.0,2,1.0,1.0,90046.0,Hollywood,Apartment,Entire home/apt,2,2,30,0
29240,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29241,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29242,40.0,0,1.0,2.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,0
29243,40.0,1,1.0,1.0,90019.0,Mid-Wilshire,House,Shared room,1,1,1,1
29244,75.0,1,1.0,1.5,91754.0,Monterey Park,Serviced apartment,Private room,2,2,30,1
29245,49.0,2,1.0,1.0,91406.0,Lake Balboa,House,Private room,1,1,2,0
29246,140.0,1,1.0,1.0,90038.0,Hollywood,Apartment,Entire home/apt,4,4,1,1
29247,149.0,2,2.0,2.0,91202.0,Glendale,Condominium,Entire home/apt,2,2,4,0
29248,100.0,1,1.0,1.0,90044.0,Harbor Gateway,Guest suite,Entire home/apt,2,1,1,0
29249,139.0,3,3.0,2.0,91104.0,Pasadena,Apartment,Entire home/apt,6,2,20,0
29250,175.0,3,2.0,1.0,90029.0,Silver Lake,Apartment,Entire home/apt,4,4,30,0
29251,122.0,1,1.0,1.0,,Mid-Wilshire,Apartment,Entire home/apt,2,1,30,0
29252,110.0,1,1.0,1.0,90403.0,Brentwood,Guesthouse,Entire home/apt,2,1,2,0
29253,69.0,1,1.0,1.0,90505.0,Torrance,House,Private room,2,1,2,0
29254,282.0,9,4.0,2.0,90638.0,La Mirada,House,Entire home/apt,16,10,2,0
29255,69.0,1,1.0,1.0,90505.0,Torrance,House,Private room,2,1,2,0
29256,101.0,2,1.0,1.5,90403.0,Santa Monica,Apartment,Private room,2,1,1,0
29257,100.0,1,1.0,1.5,91344.0,Granada Hills North,House,Private room,2,2,1,0
29258,155.0,1,1.0,1.0,90017.0,Downtown,Apartment,Entire home/apt,2,2,2,0
29259,85.0,1,1.0,1.0,90028.0,Hollywood,Apartment,Entire home/apt,2,1,180,0
29260,100.0,1,1.0,1.0,91770.0,Rosemead,Condominium,Private room,2,1,1,1
29261,1375.0,5,5.0,4.5,90266.0,Manhattan Beach,House,Entire home/apt,10,1,30,0
29262,60.0,1,1.0,1.0,91403.0,Sherman Oaks,Guest suite,Private room,2,1,1,0
29263,197.0,2,2.0,1.0,90291.0,Venice,Bungalow,Entire home/apt,6,4,1,1
29264,235.0,4,3.0,2.0,90291.0,Venice,Apartment,Entire home/apt,6,1,30,0
29265,52.0,2,1.0,2.0,90006.0,Mid-Wilshire,House,Private room,4,1,31,1
29266,106.0,1,0.0,1.0,90014.0,Downtown,Loft,Entire home/apt,3,1,30,0
29267,40.0,1,1.0,2.0,90057.0,Westlake,House,Private room,2,2,1,1
29268,69.0,1,1.0,1.0,91301.0,,House,Private room,2,1,2,1
29269,175.0,1,1.0,1.0,90303.0,Inglewood,Apartment,Private room,2,2,1,0
29270,195.0,2,2.0,2.0,91202.0,Glendale,Apartment,Entire home/apt,6,6,1,1
29271,120.0,2,2.0,3.0,91775.0,East San Gabriel,Apartment,Private room,4,1,2,0
29272,195.0,1,1.0,1.0,91203.0,Glendale,Apartment,Entire home/apt,2,1,6,1
29273,180.0,3,2.0,1.0,90005.0,Westlake,Apartment,Entire home/apt,6,2,30,1
29274,38.0,2,2.0,1.0,91745.0,,House,Private room,4,4,3,0
29275,32.0,1,1.0,1.0,93535.0,,House,Private room,2,1,1,1
29276,175.0,1,1.0,1.0,90303.0,Inglewood,Apartment,Private room,2,2,1,0
29277,50.0,4,1.0,1.0,90302.0,Inglewood,Apartment,Private room,2,2,3,0
29278,150.0,2,2.0,2.5,90035.0,Mid-Wilshire,Apartment,Entire home/apt,4,2,3,0
29279,149.0,1,1.0,1.0,90211.0,Mid-Wilshire,Condominium,Entire home/apt,3,2,2,0
29280,149.0,2,2.0,2.0,90802.0,Long Beach,Condominium,Entire home/apt,4,1,30,1
29281,45.0,2,1.0,1.0,90025.0,West Los Angeles,Apartment,Private room,2,1,4,0
29282,105.0,2,1.0,1.0,90014.0,Downtown,Apartment,Private room,2,1,2,0
29283,220.0,1,1.0,1.0,90291.0,Venice,Cottage,Entire home/apt,2,1,7,0
29284,65.0,1,1.0,1.0,90292.0,Marina Del Rey,Apartment,Private room,1,1,30,0
29285,450.0,2,2.0,2.0,90210.0,West Hollywood,Bungalow,Entire home/apt,4,1,90,1
29286,50.0,1,1.0,1.5,91401.0,Sherman Oaks,Apartment,Private room,2,2,1,0
29287,49.0,3,1.0,2.0,90006.0,Mid-Wilshire,House,Private room,5,2,31,1
29288,179.0,3,3.0,2.0,90004.0,Mid-Wilshire,Apartment,Entire home/apt,11,1,2,0
29289,200.0,2,2.0,2.0,91601.0,North Hollywood,Apartment,Entire home/apt,5,2,30,1
29290,125.0,0,0.0,1.0,91601.0,North Hollywood,Apartment,Entire home/apt,3,2,3,1
29291,40.0,1,1.0,1.0,90008.0,Baldwin Hills,Apartment,Private room,2,1,30,1
29292,189.0,2,0.0,1.0,90403.0,Santa Monica,Apartment,Entire home/apt,3,2,1,1
29293,80.0,1,1.0,1.0,91780.0,Temple City,House,Private room,2,1,2,0
29294,140.0,3,1.0,1.0,90026.0,Silver Lake,Apartment,Entire home/apt,4,2,1,0
29295,49.0,1,1.0,1.0,90068.0,Hollywood,Apartment,Private room,2,1,2,1
29296,179.0,6,2.0,2.0,91754.0,Alhambra,Condominium,Private room,4,1,3,1
29297,29.0,11,1.0,3.0,90045.0,Westchester/Playa Del Rey,Apartment,Shared room,1,1,30,1
29298,40.0,1,0.0,1.0,91335.0,Reseda,House,Private room,2,2,2,1
29299,35.0,1,1.0,1.0,90018.0,South LA,House,Private room,2,1,1,0
29300,111.0,1,1.0,1.0,90291.0,Venice,House,Private room,2,2,2,0
29301,83.0,2,1.0,1.0,90038.0,Hollywood,Apartment,Entire home/apt,2,2,30,0
29302,30.0,1,1.0,1.0,91606.0,Valley Glen,House,Shared room,2,1,30,0
29303,65.0,1,1.0,1.0,91604.0,Studio City,Condominium,Private room,1,1,7,0
29304,775.0,3,3.0,4.5,90069.0,Bel Air/Beverly Crest,House,Entire home/apt,6,1,2,0
29305,59.0,1,1.0,1.0,91304.0,Canoga Park,House,Private room,2,2,30,1
29306,335.0,4,4.0,3.0,90254.0,Hermosa Beach,House,Entire home/apt,6,1,30,0
29307,189.0,4,3.0,2.0,91206.0,Glendale,Apartment,Entire home/apt,9,1,1,1
29308,132.0,3,1.0,1.0,90028.0,Hollywood,Apartment,Entire home/apt,6,4,30,1
29309,75.0,2,0.0,1.0,90018.0,South LA,Guesthouse,Entire home/apt,3,2,30,0
29310,45.0,1,1.0,1.0,91722.0,Covina,Bungalow,Private room,1,2,1,0
29311,242.0,3,2.0,2.5,91202.0,Glendale,Apartment,Entire home/apt,8,6,1,0
29312,185.0,2,2.0,2.5,91202.0,Glendale,Townhouse,Entire home/apt,8,6,1,1
29313,90.0,1,1.0,1.5,91604.0,Studio City,Apartment,Private room,2,2,1,1
29314,110.0,2,2.0,1.0,91748.0,,Apartment,Entire home/apt,4,2,1,0
29315,100.0,8,4.0,3.0,91765.0,,House,Entire home/apt,15,8,2,0
29316,100.0,1,1.0,1.5,90277.0,Torrance,Bungalow,Private room,2,1,1,1
29317,173.0,1,1.0,1.0,,Marina Del Rey,Apartment,Entire home/apt,2,1,30,1
29318,105.0,2,1.0,1.0,90045.0,Westchester/Playa Del Rey,Guesthouse,Entire home/apt,3,1,1,1
29319,100.0,1,0.0,1.0,90250.0,Hawthorne,Apartment,Entire home/apt,2,1,1,1
29320,285.0,3,2.0,2.0,90401.0,Santa Monica,Apartment,Entire home/apt,4,1,30,0
29321,249.0,7,3.0,2.5,91604.0,Studio City,House,Entire home/apt,12,6,1,0
29322,150.0,2,2.0,2.0,90211.0,Beverly Hills,Apartment,Entire home/apt,4,1,31,0
29323,40.0,0,1.0,1.0,91776.0,Long Beach,Apartment,Private room,1,1,1,0
29324,90.0,1,1.0,1.0,90026.0,Echo Park,Guest suite,Entire home/apt,2,2,1,1
29325,106.0,2,1.0,1.0,90026.0,Silver Lake,Guesthouse,Entire home/apt,3,1,30,0
29326,149.0,5,4.0,2.0,91201.0,Glendale,House,Entire home/apt,12,6,2,1
29327,300.0,2,2.0,1.0,90013.0,Downtown,Loft,Entire home/apt,5,1,1,1
29328,349.0,3,3.0,2.0,90046.0,Laurel Canyon,House,Entire home/apt,7,5,1,1
29329,99.0,0,0.0,1.0,91204.0,Glendale,Apartment,Entire home/apt,2,1,2,1
29330,140.0,1,1.0,1.0,90032.0,El Sereno,Guesthouse,Entire home/apt,2,1,2,0
29331,135.0,1,1.0,1.0,90046.0,West Hollywood,Guesthouse,Entire home/apt,2,2,2,1
29332,42.0,1,1.0,1.0,90291.0,Venice,House,Shared room,1,1,30,0
29333,1099.0,4,4.0,3.5,90266.0,Manhattan Beach,House,Entire home/apt,8,1,30,0
29334,229.0,2,2.0,2.0,90291.0,Santa Monica,Apartment,Entire home/apt,3,1,1,0
29335,290.0,9,2.0,2.0,90028.0,Hollywood,Apartment,Entire home/apt,11,5,30,1
29336,45.0,1,1.0,1.0,90291.0,Venice,House,Shared room,1,1,30,0
29337,115.0,1,1.0,1.0,90069.0,Laurel Canyon,Apartment,Entire home/apt,3,2,30,0
29338,56.0,2,1.0,3.5,90019.0,Mid-Wilshire,House,Private room,3,2,1,1
29339,45.0,1,1.0,1.0,91311.0,Chatsworth,House,Private room,1,1,30,0
29340,151.0,3,1.0,1.0,90028.0,Hollywood,Apartment,Entire home/apt,6,4,1,1
29341,179.0,3,2.0,2.0,91754.0,Monterey Park,Apartment,Entire home/apt,6,1,1,1
29342,165.0,1,1.0,1.0,91601.0,North Hollywood,Apartment,Entire home/apt,2,1,1,0
29343,350.0,2,2.0,2.0,90015.0,Downtown,Condominium,Entire home/apt,4,2,30,1
29344,325.0,2,2.0,1.5,90046.0,Hollywood,House,Entire home/apt,4,1,3,1
29345,425.0,2,2.0,2.5,90066.0,Mar Vista,House,Entire home/apt,4,1,3,0
29346,128.0,0,1.0,1.0,91304.0,West Hills,House,Private room,2,1,2,0
29347,25.0,1,1.0,1.0,91776.0,San Gabriel,House,Shared room,1,1,6,0
29348,60.0,1,1.0,1.0,91306.0,Winnetka,Guest suite,Entire home/apt,2,1,30,0
29349,200.0,4,1.0,1.0,90277.0,Redondo Beach,Apartment,Private room,2,1,2,1
29350,200.0,3,2.0,1.0,90028.0,Hollywood,Serviced apartment,Entire home/apt,4,1,1,1
29351,274.0,10,7.0,5.5,90755.0,Signal Hill,House,Entire home/apt,16,1,2,1
29352,45.0,1,1.0,1.0,90250.0,Hawthorne,Apartment,Private room,2,2,2,0
29353,40.0,1,1.0,1.5,91770.0,Rosemead,Apartment,Private room,1,1,7,0
29354,45.0,1,1.0,1.0,91780.0,Temple City,House,Private room,2,1,1,1
29355,40.0,1,0.0,1.0,91748.0,,Bungalow,Private room,2,1,1,1
29356,50.0,1,1.0,1.0,91754.0,Alhambra,House,Entire home/apt,2,1,1,1
29357,118.0,1,0.0,1.0,90020.0,Mid-Wilshire,Guesthouse,Entire home/apt,2,1,1,1
29358,144.0,3,3.0,2.0,90807.0,Long Beach,House,Entire home/apt,6,1,1,0
29359,135.0,4,2.0,1.5,91750.0,,House,Entire home/apt,6,4,1,0
29360,125.0,2,1.0,1.0,91335.0,Reseda,Guest suite,Entire home/apt,4,2,1,1
29361,170.0,4,2.0,2.0,91202.0,Glendale,Apartment,Entire home/apt,6,5,2,0
29362,100.0,1,1.0,1.0,90232.0,Culver City,Guesthouse,Private room,2,2,2,1
29363,71.0,1,1.0,1.0,90066.0,Mar Vista,House,Private room,2,1,2,1
29364,219.0,3,3.0,2.5,91754.0,Alhambra,Condominium,Entire home/apt,6,1,2,1
29365,49.0,1,1.0,1.0,90012.0,Echo Park,House,Private room,4,1,30,1
29366,99.0,2,0.0,1.0,90028.0,Hollywood,Apartment,Entire home/apt,3,2,1,1
29367,42.0,1,1.0,1.0,90247.0,Harbor Gateway,House,Private room,2,1,1,1
29368,33.0,11,1.0,3.0,90045.0,Westchester/Playa Del Rey,Apartment,Shared room,1,1,30,1
29369,749.0,12,6.0,4.0,91001.0,Altadena,House,Entire home/apt,16,14,2,1
29370,899.0,4,4.0,4.5,90402.0,Pacific Palisades,House,Entire home/apt,7,1,14,1
29371,275.0,1,1.0,1.0,90049.0,Bel Air/Beverly Crest,House,Entire home/apt,4,3,2,1
29372,57.0,2,1.0,1.0,91356.0,Tarzana,Apartment,Entire home/apt,2,2,30,0
29373,200.0,2,2.0,2.0,91381.0,,Apartment,Entire home/apt,4,4,2,1
29374,45.0,1,0.0,1.5,90660.0,Pico Rivera,House,Private room,2,2,1,1
29375,35.0,1,1.0,1.0,90301.0,Inglewood,House,Private room,2,1,1,0
